VOLE_ID,TRT,SEX,NULL_CHECK,SP_INDEX,NO_TRIAL2_OBJ1_TOT_DUR,NO_TRIAL2_OBJ2_TOT_DUR,NO_TRIAL2_TOT_DIST,NO_TRIAL3_OBJ1_TOT_DUR,NO_TRIAL3_OBJ2_TOT_DUR,NO_TRIAL3_TOT_DIST,NS_BOUTS_EMPTY,NS_BOUTS_STRANGER,NS_DUR_EMPTY,NS_DUR_STRANGER,NS_INDEX,NS_LAT_EMPTY,NS_LAT_STRANGER,NS_PCT_WSTRANGER,NS_TOT_DIST,OF_BOUTS_CENTER,OF_DUR_CENTER,OF_TOT_DIST,PP_INDEX,PP_PARTNER_LAT,PP_PARTNER_TOT_BOUTS,PP_PARTNER_TOT_DUR,PP_STRANGER_LAT,PP_STRANGER_TOT_BOUTS,PP_STRANGER_TOT_DUR,PP_TOT_DIST,SP_BOUTS_CAGEMATE,SP_BOUTS_STRANGER,SP_DUR_CAGEMATE,SP_DUR_STRANGER,SP_LAT_CAGEMATE,SP_LAT_STRANGER,SP_TOT_DIST,OF_droppings,OF_Dur_Walls,OF_Dur_Corner,OF_Lat,OF_Cent_Dur_5min,NS_droppings,NS_Dur_NoCup,SP_droppings,SP_Dur_Neutral,PP_droppings,PP_Partner_Dur_Fin,PP_Duration_Neutral,NS_BOUTS_STRANGER,SP_BOUTS_CAGEMATE,SP_BOUTS_STRANGER,PP_BOUTS_PARTNER,PP_BOUTS_STRANGER
246,CTRL,F,Complete Data,-0.4642,36,34.3,10100.58,43.91,36.4,11991.79,24,4,304.1,45.48,-0.7398,9.58,517.55,0.1301,9027.15,27,69.57,57354.79,0.4367,59.96,16,319.69,7.94,17,125.33,16484.87,22,15,203.7,74.54,8.81,91.83,11217.64,5,1496.8,1267.16,325.86,4.64,0,250.42,0,83.95,0,59.99,78.04,4,22,15,16,17
229,HIGH,M,Complete Data,-0.4525,34.73,78.41,5468.32,28.26,36.24,5809.44,8,6,376.78,78.61,-0.6548,26.63,7.01,0.1726,5192.71,13,59.03,51663.38,0.1561,7.34,11,262.33,56.62,6,191.49,7575.06,7,8,265.83,100.2,62.8,25.36,5807.92,0,1856.73,1348.69,211.95,0.67,1,144.61,1,64.46,2,21.22,90.99,6,7,8,11,6
241,LOW,F,Complete Data,-0.4468,3.8,13.91,3303.39,30.93,39.81,6837.78,19,8,365.57,123.59,-0.4947,2.24,106.84,0.2527,10842.25,18,30.26,62443.14,0.9706,0,28,429.93,182.62,2,6.41,11366.54,15,12,286.15,109.41,0,10.94,9431.38,0,1479.54,1423.92,235.64,0,9,110.84,5,65.63,1,59.99,31.46,8,15,12,28,2
84,LOW,F,Complete Data,-0.4141,85.15,71.71,7602.96,87.25,44.41,5541.32,21,23,84.02,124.36,0.1936,16.92,72.07,0.5968,6463.14,17,74.21,44267.52,0.4099,2.77,11,354.89,28.03,5,148.55,7330.52,19,8,108.98,45.15,3.47,180.08,2684.38,19,1337.36,1222.12,124.89,20.49,0,391.62,0,30.33,3,41.51,17.78,23,19,8,11,5
60,MID,F,Complete Data,-0.4024,41.81,41.14,5979.89,21.82,66.77,4611.15,27,13,117.95,56.26,-0.3541,21.05,179.35,0.3229,7158.83,13,35.67,59295.65,0.0076,67.8,7,197.2,14.58,13,194.23,8371.93,11,10,110.88,47.25,11.91,2,5841.97,10,1239.47,1198.5,247.38,0,0,425.79,5,166.43,8,13.78,104.37,13,11,10,7,13
187,5MT,F,Complete Data,-0.3597,31,97.53,7681.12,20.35,51.69,11653.83,15,10,219.55,159.96,-0.157,9.51,62.6,0.4215,10568.97,33,84.65,81676.48,0.1585,2.77,11,238.44,51.18,6,173.21,7584.09,22,19,196.6,92.59,15.58,0.3,11087.71,1,809.85,767.4,54.95,15.45,3,220.49,1,127.66,2,54.69,46.95,10,22,19,11,6
81,LOW,M,Complete Data,-0.3491,26.16,21.79,9725.42,14.98,16.78,10869.57,25,32,114.15,119.52,0.023,75.04,14.55,0.5115,9628.71,14,39.81,48958.4,0.4116,2.04,16,327.33,11.48,16,136.44,12404.18,31,12,138.94,67.03,8.27,1.03,8811.03,0,2060.79,1271.57,9.34,2.3,15,366.33,3,96.36,0,32.13,14.25,32,31,12,16,16
130,HIGH,F,Complete Data,-0.3387,30.13,74.21,1393.62,2.17,70.54,2582.96,19,11,151.35,46.68,-0.5286,8.91,56.72,0.2357,5571.65,0,0,37421.55,0.9336,0.2,8,433.4,27.09,5,14.88,5254.36,14,13,52.09,25.73,135.44,74.64,5124.6,7,1248.31,1627.56,1800,0,10,401.97,11,197.03,0,38.61,75.48,11,14,13,8,5
3,CTRL,F,Incomplete Data,-0.3354,,,,,,,15,8,189.56,48.55,-0.5922,26.19,158.73,0.2039,7236.96,18,29.8,73064.41,,,,,,,,,28,19,151.52,75.41,23.52,1.67,9369.04,10,1197.69,1279.46,175.41,3.44,0,361.89,0,43.81,0,0,0,8,28,19,0,0
135,HIGH,M,Complete Data,-0.2935,10.54,67.87,3189.07,35.67,87.39,3370.12,11,43,53.99,174.61,0.5276,5.31,53.79,0.7638,5103.65,17,35.6,52035.42,0.4641,12.48,10,172.54,4.74,9,63.16,7246.98,22,9,94.83,51.79,1.63,51.48,2991.95,8,1645.78,1161.4,159.99,0,0,371.4,11,20.79,0,34.87,85.22,43,22,9,10,9
170,5MT,M,Complete Data,-0.2922,42.78,41.81,8613.11,9.94,28.46,7083.55,11,8,150.85,75.58,-0.3324,40.44,28.4,0.3338,6238.94,27,45.98,73394.28,-0.6639,1.53,16,76.64,12.41,33,379.35,19836.96,14,13,108.61,59.49,40.01,14.95,5629.77,0,1867.46,1270.43,29.23,1.7,0,373.57,4,105.31,1,17.08,41.21,8,14,13,16,33
97,LOW,M,Complete Data,-0.2838,0,18.99,3312.61,16.08,39.37,2903.62,20,9,142.51,89.86,-0.2266,3.67,86.79,0.3867,3522.36,6,21.29,35674.72,-0.0017,1.03,7,67.87,215.45,7,68.1,5399.75,16,12,110.41,61.59,76.71,5.91,4364.5,9,1723.12,1380.88,0.43,0,0,367.63,16,173.91,0,0,277.54,9,16,12,7,7
234,CTRL,M,Complete Data,-0.2829,8.11,64.9,10422.88,3.6,8.01,3658.61,14,13,246.28,239.71,-0.0135,1.23,50.92,0.4932,10892.82,10,33.17,68153.32,-0.1725,14.25,19,219.52,0,16,311.01,14293.31,21,22,258.69,144.61,9.54,1.8,13763.2,1,1621.83,1355.39,12.08,0,0,114.01,0,63.06,0,46.68,20.49,13,21,22,19,16
216,LOW,F,Complete Data,-0.2706,13.55,46.38,4277.55,16.92,23.12,6659.59,8,9,133.1,392.19,0.4932,40.01,4.17,0.7466,8778.1,3,3.74,41367.97,0.5109,0.4,18,354.89,28.8,11,114.88,11368.43,12,8,340.81,195.66,10.64,0,7519.47,1,2019.65,1655.18,44.21,0,8,74.71,0,12.28,7,59.99,31.97,9,12,8,18,11
55,LOW,M,Complete Data,-0.2654,6.87,46.41,4586.59,2.27,12.58,4940.97,10,42,20.42,196.63,0.8118,65.83,86.49,0.9059,5618.45,1,1.37,36918.3,0.6103,62.73,14,403.8,0,14,97.73,9022.56,29,11,170.6,99.03,3.54,19.79,5087.94,3,1997.8,1661.62,157.59,0,13,382.95,0,26.09,2,7.97,6.17,42,29,11,14,14
228,HIGH,F,Complete Data,-0.2491,35.54,89.02,8865.79,50.25,41.41,7156.02,16,24,160.43,155.46,-0.0157,58.02,20.25,0.4921,9662.44,14,45.58,59110.52,0.2218,15.02,28,188.86,6.84,24,120.29,21266.47,23,28,169.07,101.63,14.45,0.47,16499.25,0,1381.98,1357.62,130.43,6.11,1,284.11,2,136.7,1,30.33,126.03,24,23,28,28,24
32,MID,M,Incomplete Data,-0.2463,19.09,29.2,6165.27,29.6,45.21,8283.06,5,9,26.33,35.47,0.1479,292.63,24.39,0.5739,2084.58,7,8.34,47294.82,,,,,,,,,29,28,155.59,94.09,29.2,11.48,16032.2,3,2172.77,1276.88,615.48,1.47,0,538.2,10,80.35,0,0,0,9,29,28,0,0
227,HIGH,M,Complete Data,-0.2418,18.85,98.57,12370.57,12.48,33.63,5708.42,12,15,82.78,303.87,0.5718,31.63,1.74,0.7859,8786.93,21,50.05,85756.85,-0.2016,2.5,15,156.82,43.78,17,236,11407.04,22,16,214.88,131.2,20.69,1.1,12062.77,8,958.92,969.66,166.3,5.87,0,213.35,2,107.04,2,19.99,54.32,15,22,16,15,17
80,LOW,F,Complete Data,-0.182,38.47,52.65,6154.14,16.15,36.74,7784.49,18,9,47.51,14.55,-0.5311,34.53,106.54,0.2345,4377.35,9,25.56,26419.4,0.668,4.47,12,376.91,34.77,7,75.01,6886.2,14,16,104.97,72.64,13.55,70.54,5249.1,10,2189.32,1379.02,2.77,0,18,537.94,0,86.49,0,59.99,53.62,9,14,16,12,7
171,5MT,M,Complete Data,-0.1774,36.04,47.38,8327.52,22.72,32.73,8516.31,11,14,126.96,59.76,-0.3599,26.13,21.92,0.3201,8330.58,41,119.39,69092.89,-0.5376,8.01,12,114.31,19.52,18,380.15,13127.27,13,12,141.88,99.13,20.79,3.97,9010.59,0,1528.4,1241.97,173.54,2.14,0,413.28,3,215.95,0,17.32,34.7,14,13,12,12,18
201,CTRL,F,Complete Data,-0.1625,8.14,85.45,8684.26,42.28,19.42,7006.11,8,13,97.7,269.6,0.468,167.33,48.98,0.734,11108.85,42,138.87,76226.04,-0.8148,55.29,12,43.18,13.05,11,423.12,19986.24,13,15,166.37,119.85,41.27,15.75,12055.59,4,1052.79,951.85,6.97,7.04,19,232.7,0,163.2,4,4.54,75.01,13,13,15,12,11
118,LOW,M,Complete Data,-0.1355,66.77,58.46,2736.44,14.88,0.67,2342.9,0,11,0,190.52,1,600,45.91,1,970.11,31,103.67,84551.7,-0.2085,97.03,19,133.93,134.87,23,204.5,19812.46,27,27,134.43,102.34,18.39,109.01,6150.77,0,1120.66,1006.64,76.98,3.07,0,409.48,0,40.01,8,8.91,166.43,11,27,27,19,23
177,5MT,M,Complete Data,-0.1229,34.37,59.83,5934.09,42.08,41.07,9859.93,13,19,195.06,179.71,-0.041,6.34,52.29,0.4795,10963.06,18,48.11,69277.65,-0.6333,1.4,8,96.26,15.02,12,428.8,14669.7,22,22,194.03,151.55,2.8,32.13,14283.34,0,1341.52,1222.29,35.34,10.04,8,225.23,4,120.69,8,17.65,17.58,19,22,22,8,12
220,HIGH,M,Incomplete Data,-0.1154,,,,,,,14,17,151.85,221.92,0.1875,143.68,3.7,0.5937,10589.4,20,57.19,81491.28,,,,,,,,,23,26,180.85,143.44,72.57,3.27,14023.09,0,1544.85,1290.96,332,13.95,1,226.23,2,62.73,0,0,0,17,23,26,0,0
107,MID,F,Complete Data,-0.111,5.77,12.45,2649.21,7.54,38.87,3491.2,13,10,34.07,45.31,0.1416,210.48,4.5,0.5708,2562.88,8,9.61,44410.17,-0.5884,260.53,7,107.64,1.74,8,415.45,6489.47,13,21,120.89,96.73,83.82,8.88,3677.22,10,2018.05,1392.59,792.66,0.6,4,520.62,7,35.94,0,39.47,19.39,10,13,21,7,8
214,MID,M,Complete Data,-0.1058,0,0,22.24,16.08,9.88,3801.62,12,10,164.13,146.21,-0.0577,10.08,81.68,0.4711,4191.15,7,15.28,53780.07,-0.1212,23.09,8,127.66,11.68,11,162.86,10512.06,8,8,200.83,162.4,123.06,8.27,8203.94,0,1936.21,1443.31,488.69,0,0,289.66,0,92.49,1,32.73,221.92,10,8,8,8,11
77,HIGH,M,Complete Data,-0.0988,6.84,52.42,3181.96,40.11,37.34,6803.94,17,0,48.52,0,-1,104.5,600,0,4773.52,13,28.26,35506.11,0.6857,9.91,18,332,67.47,17,61.9,12892.14,12,5,42.64,34.97,321.25,233.73,4324.72,0,1302.27,895.07,223.86,1.4,4,551.48,0,244.61,11,23.56,53.89,0,12,5,18,17
182,5MT,M,Complete Data,-0.0947,13.51,77.11,5134.57,7.01,55.32,7220.5,17,11,235.27,164.43,-0.1772,6.24,17.65,0.4114,8707.32,9,40.07,52864.52,-0.6867,0,13,81.08,6.07,11,436.44,15023.11,11,11,267.37,221.09,0.47,8.54,8713.04,8,1738.03,1110.85,476.51,0,0,200.3,5,18.95,20,5.57,18.05,11,11,11,13,11
113,MID,F,Complete Data,-0.0794,37.47,85.05,8634.05,28.93,106.24,6944.12,15,0,68.54,0,-1,10.21,600,0,8653.63,11,20.55,70910.21,0.697,0,19,210.84,15.25,6,37.64,11593.44,24,24,106.34,90.69,75.91,8.54,10006.21,5,1728.16,1397.36,148.01,3.4,2,531.46,8,119.82,0,26.89,141.47,0,24,24,19,6
150,MID,M,Complete Data,-0.0622,45.28,26.63,6491.67,23.69,14.35,7188.21,13,10,280.15,117.85,-0.4078,2.74,37.14,0.2961,8183.01,17,36.97,73552.49,-0.3858,58.69,13,153.45,1.13,17,346.21,14804.48,12,7,181.41,160.16,0.97,48.18,5860.56,5,976.48,1240.04,243.41,3.74,15,202,1,31.26,4,12.48,15.35,10,12,7,13,17
2,CTRL,M,Incomplete Data,-0.0556,,,,,,,14,13,54.09,313.41,0.7056,27.99,57.69,0.8528,6958.59,37,95.93,70035.96,,,,,,,,,20,19,200.17,179.08,5.51,27.96,11750.87,5,1412.88,1189.56,122.96,7.01,0,232.5,0,84.95,0,0,0,13,20,19,0,0
256,CTRL,M,Complete Data,-0.055,23.46,46.55,10661.34,49.18,37.8,11465.42,8,14,106.21,281.31,0.4518,67.8,5.51,0.7259,8059.12,19,38.81,89992.93,0.1361,67.47,19,228.33,1.74,22,173.61,18461.07,12,12,183.28,164.16,11.11,43.01,10014.38,3,1559.27,1239.24,203.3,0,0,212.48,0,90.12,9,43.38,94.99,14,12,12,19,22
156,5MT,M,Complete Data,-0.0529,48.98,53.79,10583.03,54.99,46.98,5797.73,19,25,83.65,360.26,0.6231,77.74,7.97,0.8116,14197.71,3,2.97,83043.02,-0.1039,12.45,26,174.61,2.4,25,215.12,18191.13,27,29,209.71,188.62,25.23,5.67,14392.76,23,1635.27,1470.93,432.33,2.04,6,156.09,0,53.85,2,25.66,68.23,25,27,29,26,25
158,5MT,M,Complete Data,-0.0447,29.5,36.4,13124.41,14.18,18.32,7571.24,14,15,133.9,263.7,0.3265,22.79,11.34,0.6632,12941.46,12,15.98,69764.84,0.2486,2.47,16,274.27,18.59,9,165.07,11909.46,18,17,197.56,180.65,3,16.22,13626.19,6,1348.95,1367.87,155.22,1.94,9,202.4,8,91.66,10,20.95,61.09,15,18,17,16,9
159,5MT,F,Complete Data,-0.035,57.52,87.25,8984.06,9.84,36.9,9338.22,18,17,148.68,235.84,0.2267,38.94,5.74,0.6133,8645.21,6,7.04,58281.86,-0.0091,17.85,22,204.3,2.77,17,208.04,16398.87,23,25,201.77,188.12,46.05,4.94,11603.83,2,1252.46,1434.47,168.37,1.94,0,215.48,3,34.33,0,3.5,46.11,17,23,25,22,17
104,LOW,F,Complete Data,-0.024,59.03,58.19,11079.48,26.33,108.48,8779.34,15,36,52.45,226.66,0.6242,12.58,99.87,0.8121,8850.67,12,29.43,85413.13,-0.2223,1.74,28,117.22,22.76,19,184.25,19765.71,17,24,70.3,67,24.52,2.9,6555.86,0,1684.11,1371.56,160.46,1.4,0,320.89,5,94.99,5,18.22,139.14,36,17,24,28,19
25,CTRL,F,Complete Data,-0.021,41.14,25.46,13858.95,11.51,28.83,20287.06,14,19,36.8,33.9,-0.041,80.81,25.03,0.4795,7711.84,23,50.85,99487.9,-0.0971,65.37,12,174.64,27.16,17,212.21,10489.75,23,25,68.34,65.53,7.74,29.83,13615.56,0,1382.71,1173.88,139.47,16.82,0,529.3,0,148.08,0,25.03,106.31,19,23,25,12,17
33,CTRL,F,Complete Data,-0.0166,43.91,35.64,9554.94,25.39,23.09,8168.85,21,26,77.11,70.67,-0.0436,122.09,64.63,0.4782,9003.97,24,69.34,57838.07,-0.4684,0.87,19,85.99,14.31,25,237.54,18104.14,21,23,86.45,83.62,28.13,12.98,7548.16,1,2241.84,1143.71,207.27,1.74,0,452.22,4,101.2,0,0,148.35,26,21,23,19,25
255,CTRL,M,Complete Data,-0.0139,88.42,26.26,3686.2,24.16,35.77,6111.46,15,20,106.41,327.96,0.51,0.23,14.51,0.755,13466.07,35,102.67,86997.33,0.0832,2.07,27,200.6,6.14,23,169.8,19717.62,25,16,162.4,157.96,0.97,27.39,11550.75,21,852.85,1150.55,45.78,4.4,0,165.63,2,90.16,17,12.01,106.71,20,25,16,27,23
184,5MT,M,Complete Data,-0.0007,35.3,1.9,3928.63,23.42,24.79,7787.79,11,18,108.54,204.47,0.3065,8.07,45.61,0.6532,8409.68,1,5.91,40449.74,-0.7246,17.32,5,58.66,1.6,8,367.27,8225.76,10,20,177.18,176.94,25.93,8.21,9763.27,14,902.54,1555.16,1420.15,0,0,286.99,2,55.42,19,0,26.19,18,10,20,5,8
239,CTRL,F,Complete Data,0.0143,38.67,47.75,17185.48,17.18,52.95,19963.07,24,1,243.81,1.77,-0.9856,42.68,597.1,0.0072,12145.68,30,50.88,102330.2,0.3244,28.66,23,235.74,36.7,19,120.25,16740.04,38,30,80.41,82.75,11.04,31.06,17682.69,0,1876.73,966.96,43.48,10.48,1,354.42,5,229.83,0,18.85,96.93,1,38,30,23,19
155,5MT,M,Complete Data,0.0454,97.6,24.02,24497.62,61.76,38.67,20780.54,19,20,103,116.55,0.0617,17.48,27.83,0.5309,13228.02,20,40.44,108715.04,0.2515,10.21,37,176.68,110.41,17,105.67,20405.12,12,23,120.92,132.43,16.35,5.97,12643.96,25,1362.06,1141.41,521.42,15.82,12,380.45,11,107.11,2,8.38,97.23,20,12,23,37,17
251,MID,F,Complete Data,0.0489,15.48,38.97,3034.48,12.55,21.82,3784.09,6,5,192.39,166.37,-0.0725,10.98,363.56,0.4637,3346.29,15,43.61,33959.38,0.6683,2.2,19,358.56,17.52,6,71.3,7593.73,5,8,235.14,259.33,92.26,0,4044.26,0,1754.99,1205.37,155.69,0,2,241.24,2,11.95,8,25.73,52.12,5,5,8,19,6
48,LOW,F,Complete Data,0.0511,50.48,94.69,8473.78,35.1,42.44,6230.44,16,10,64.56,34.73,-0.3004,18.08,379.01,0.3498,2952.82,23,45.48,62856.98,0.6273,0,20,261.09,15.42,7,59.79,12200.11,17,20,82.48,91.36,89.82,10.04,4934.05,0,1724.49,1186.72,232.7,16.35,0,500.71,1,54.92,22,27.99,74.14,10,17,20,20,7
185,5MT,M,Complete Data,0.0512,33.47,56.02,10941.99,12.65,5.11,5425.3,11,10,133.7,235.8,0.2763,86.42,9.98,0.6382,6044.66,47,123.26,55597.29,-0.3947,1.3,18,133.83,12.48,15,308.38,15879.29,12,9,202.04,223.86,179.51,6.07,8761.51,8,441.24,367.8,11.21,13.95,0,230.5,0,61.19,4,16.25,54.49,10,12,9,18,15
140,HIGH,F,Complete Data,0.0602,152.65,39.07,2936.57,144.88,21.49,2381.81,14,12,51.48,35.9,-0.1783,104.97,204.7,0.4108,6476.99,22,30.9,108014.24,0.8069,2.24,14,432.67,5.24,7,46.25,7938.34,25,17,83.88,94.63,0.6,18.62,6994.57,0,1342.61,988.65,93.73,1.97,0,512.62,0,87.99,0,45.38,38.44,12,25,17,14,7
102,LOW,M,Complete Data,0.0675,20.59,71.91,7672.59,19.82,49.12,6951.34,23,16,86.09,158.49,0.296,5.61,109.58,0.648,9570.19,22,96.13,77460.17,0.8724,4.1,8,368.3,113.08,8,25.09,8062.72,16,18,71.24,81.55,33.93,6.81,6648.92,0,1344.71,1374.57,93.93,30.73,6,355.42,16,105.67,5,22.26,73.71,16,16,18,8,8
151,5MT,M,Complete Data,0.1068,31.83,66.97,7890.16,13.25,30.3,9419.9,11,15,236.4,209.94,-0.0593,1.3,19.39,0.4704,10485.9,26,104.2,55985.71,-0.7285,12.75,9,73.71,1.94,9,469.24,16187.38,17,14,197.16,244.31,34,9.48,8804.08,16,1344.31,1166.43,79.05,8.07,0,153.66,0,30.13,10,0,12.91,15,17,14,9,9
225,HIGH,M,Complete Data,0.1198,31.9,81.65,14028.97,24.69,39.34,11744.8,20,20,134.47,299.4,0.3801,0.4,23.92,0.6901,15556.13,8,33.63,91595.81,-0.1544,2.64,25,185.42,34.5,20,253.15,19810.26,19,18,176.81,224.96,14.81,0,14963.46,0,1190.22,1363.22,147.65,7.64,0,166.13,0,42.28,5,19.59,74.67,20,19,18,25,20
244,LOW,M,Complete Data,0.1234,3.9,39.61,4562.16,25.93,23.49,8313.86,12,11,214.91,298.43,0.1627,201.17,0.03,0.5813,8633.92,16,27.99,49989.97,-0.7356,0,7,72.87,24.32,19,478.31,13191.06,19,12,217.85,279.18,0,77.74,10867.84,0,1367.77,1406.41,13.68,0,5,86.66,1,18.39,6,0,19.62,11,19,12,7,19
197,HIGH,M,Complete Data,0.1305,41.74,120.62,2748.05,12.21,119.82,3745.01,0,8,0,414.78,1,600,6.27,1,3527.24,9,48.92,42034.91,0.6802,22.66,4,275.44,5.31,8,52.42,7867.31,3,5,127.83,166.2,213.65,29.53,2764.85,0,1923.65,1255.36,715.92,5.74,6,185.22,2,35.7,0,54.82,140.47,8,3,5,4,8
204,CTRL,F,Complete Data,0.1443,17.68,35.07,8151.76,11.71,51.55,8475.66,12,9,214.95,201.03,-0.0335,61.49,9.44,0.4833,7723.95,6,10.31,61696.33,0.1614,30.3,17,232.37,2.24,15,167.77,13020.83,12,11,189.32,253.19,48.82,2,8804.5,13,1724.16,1432.11,566.53,2.24,0,184.02,0,55.22,0,13.31,57.79,9,12,11,17,15
224,HIGH,M,Incomplete Data,0.1493,,,,,,,12,17,144.01,330.66,0.3932,3.3,22.59,0.6966,9173.9,28,39.04,77839.74,,,,,,,,,17,19,186.02,251.32,1.27,28.23,12761.13,12,1587.92,1359.59,68.74,0,0,125.33,0,41.78,0,0,0,17,17,19,0,0
53,LOW,F,Complete Data,0.1508,39.87,97.73,5470.63,32.57,62.7,9286.82,9,2,19.72,11.61,-0.2589,361.19,229.33,0.3706,1303.59,13,53.75,51862.62,-0.2879,2.67,12,184.58,11.14,13,333.8,14071.27,25,25,86.55,117.28,15.28,31.03,5663.77,8,1299.57,1111.51,45.38,3.87,1,568.67,4,63.66,0,0,41.27,2,25,25,12,13
236,CTRL,M,Complete Data,0.1585,26.29,29.53,17044.14,22.76,10.28,10387.31,17,21,147.45,298.67,0.339,60.53,5.34,0.6695,13166.44,14,35.87,86493.59,-0.1124,15.35,24,179.21,0,33,224.59,22747.83,16,18,142.18,195.76,13.65,47.05,10655.75,4,1539.01,1269.46,243.14,6.54,1,153.88,6,96.13,8,43.64,59.79,21,16,18,24,33
186,5MT,M,Complete Data,0.1595,34.03,13.25,23598.36,44.51,31.63,15194.39,13,13,200.43,269.37,0.1467,3.97,74.27,0.5734,10875.72,7,13.78,89019.73,-0.5003,1.1,24,121.59,7.47,31,365.07,23337.31,24,33,166.83,230.16,4.2,13.55,19302.62,15,1427.12,1383.18,25.49,3.57,7,130.2,5,80.01,9,3.54,34.67,13,24,33,24,31
12,CTRL,F,Incomplete Data,0.1668,,,,,,,18,24,137.07,180.01,0.1354,5.31,60.89,0.5677,14339.2,15,36.84,54034.79,,,,,,,,,20,27,142.91,200.13,2.24,8.84,2840.42,20,1309.15,673.84,53.02,0,9,282.92,10,51.18,0,0,0,24,20,27,0,0
